,UID,col_4,y,col_0_numerical,col_1_numerical,col_2_numerical,col_3_numerical,col_5_numerical,col_6_numerical
2522,2522,0,135000,0,0,11,1,1,2
2523,2523,100,156868,0,0,39,1,1,0
2524,2524,0,43096,1,0,4,4,4,2
2525,2525,0,134000,0,0,11,1,1,2
2526,2526,100,210000,0,0,15,1,1,2
2527,2527,0,130000,0,0,9,1,1,2
2528,2528,0,72914,1,0,66,4,4,0
2529,2529,0,265000,0,0,11,1,1,2
2530,2530,100,54094,0,0,2,6,6,0
2531,2531,0,47280,0,0,2,0,0,2
2532,2532,0,90700,0,0,2,1,1,2
2533,2533,100,116100,0,0,9,2,2,2
2534,2534,100,221000,3,0,7,1,1,2
2535,2535,0,210000,,0,12,1,1,2
2536,2536,100,172500,0,0,2,1,1,2
2537,2537,100,141525,0,0,2,1,1,2
2538,2538,100,13400,,0,2,15,13,0
2539,2539,0,163800,0,0,11,1,1,2
2540,2540,0,235000,3,0,11,1,1,2
2541,2541,0,165750,0,0,18,1,1,2
2542,2542,100,135000,0,0,11,1,1,2
2543,2543,50,22892,2,0,2,6,6,2
2544,2544,100,140000,1,0,11,1,1,2
2545,2545,0,154600,,0,11,1,1,0
2546,2546,100,16414,1,0,59,6,6,0
2547,2547,0,135000,0,0,2,1,1,2
2548,2548,0,129300,0,0,11,1,1,2
2549,2549,100,113900,0,,15,1,1,2
2550,2550,0,94500,,0,50,1,1,
2551,2551,0,222200,0,0,3,1,1,0
2552,2552,100,153600,0,0,11,1,1,2
2553,2553,0,65000,2,0,11,1,1,2
2554,2554,100,259000,0,0,11,1,1,2
2555,2555,100,175950,0,0,4,1,1,2
2556,2556,100,158000,0,0,9,2,2,2
2557,2557,0,150000,0,0,6,1,1,2
2558,2558,100,200000,0,0,15,1,1,2
2559,2559,0,145000,0,0,11,1,1,2
2560,2560,100,75000,0,0,11,1,1,2
2561,2561,0,185900,0,0,2,1,1,2
2562,2562,100,120600,0,0,4,1,1,2
2563,2563,100,275000,0,0,11,1,1,2
2564,2564,0,128000,0,0,11,1,1,2
2565,2565,100,107900,0,0,11,1,1,2
2566,2566,0,141300,0,0,11,1,1,2
2567,2567,100,191475,0,0,2,1,1,2
2568,2568,100,136000,0,0,2,1,1,2
2569,2569,100,310000,3,0,11,1,1,2
2570,2570,0,289800,,0,7,1,1,2
2571,2571,0,100000,2,0,46,1,1,
2572,2572,50,50000,0,2,43,5,19,2
2573,2573,0,197000,0,0,46,1,1,2
2574,2574,100,73880,1,,11,4,4,2
2575,2575,0,125000,0,0,4,1,1,2
2576,2576,0,200160,0,0,2,1,1,2
2577,2577,0,136000,0,0,3,1,1,0
2578,2578,100,116150,0,0,4,1,1,2
2579,2579,100,235000,3,0,25,1,1,0
2580,2580,0,140000,0,0,2,1,1,2
2581,2581,50,24740,1,0,2,27,26,0
2582,2582,0,120000,0,0,11,1,1,2
2583,2583,0,223800,0,0,2,1,1,2
2584,2584,0,78000,0,0,11,1,1,2
2585,2585,0,73880,1,0,11,4,4,2
2586,2586,100,131300,0,0,15,1,1,0
2587,2587,100,150000,0,0,9,1,1,2
2588,2588,100,198200,0,0,2,1,1,2
2589,2589,50,50000,0,2,28,15,13,1
2590,2590,100,28476,1,0,11,29,40,0
2591,2591,0,150000,2,0,18,1,1,2
2592,2592,100,120000,0,0,2,1,1,1
2593,2593,0,250000,0,0,18,1,1,2
2594,2594,100,80000,1,0,11,1,1,2
2595,2595,100,135000,0,0,11,1,1,2
2596,2596,0,160000,2,0,11,1,1,2
2597,2597,0,201000,0,0,9,1,1,2
2598,2598,100,130000,1,0,11,1,1,2
2599,2599,100,148000,0,0,2,1,1,2
2600,2600,0,80000,2,0,2,1,1,2
2601,2601,0,310000,0,0,11,1,1,2
2602,2602,0,139860,0,0,11,1,1,2
2603,2603,0,105380,1,0,4,1,1,2
2604,2604,100,191475,0,0,2,1,1,2
2605,2605,100,25532,1,0,2,73,3,1
2606,2606,100,86466,0,0,4,1,1,2
2607,2607,100,150000,1,0,4,1,1,2
2608,2608,0,180180,0,0,4,1,1,2
2609,2609,100,36000,1,0,9,24,22,1
2610,2610,0,160000,1,0,1,1,1,2
2611,2611,0,129300,0,0,11,1,1,2
2612,2612,100,138750,0,0,7,1,1,
2613,2613,0,85000,1,0,4,2,2,2
2614,2614,100,145000,0,0,2,1,1,2
2615,2615,100,85000,0,0,4,1,1,2
2616,2616,0,126000,0,0,11,1,1,2
2617,2617,0,120000,0,0,2,1,1,2
2618,2618,0,300000,0,0,11,1,1,2
2619,2619,100,81666,0,0,4,1,1,2
2620,2620,0,214000,0,0,7,1,1,2
2621,2621,100,170000,0,0,4,1,1,2
2622,2622,0,130000,,0,7,1,1,2
2623,2623,0,102100,1,0,2,1,1,2
2624,2624,0,129300,0,0,8,1,1,2
2625,2625,100,275300,0,0,7,1,1,2
2626,2626,100,150000,0,0,11,1,1,2
2627,2627,100,191475,0,0,2,1,1,2
